sampling_seed,arm,gen,class,recall,precision,f1
123,D,8,herbaceous_wetland,0.6557,0.613147559379091,0.6337102541799554
123,D,8,moss_lichen,0.8957,0.7075039494470774,0.7905560458958517
123,D,9,tree_cover,0.6482,0.6276750266292244,0.6377724209179909
123,D,9,shrubland,0.3914,0.3698733698733699,0.3803323292197065
123,D,9,grassland,0.1897,0.39446870451237265,0.25619555675602673
123,D,9,cropland,0.7328,0.6401118099231307,0.6833271167474824
123,D,9,built_up,0.8647,0.689003984063745,0.7669179600886918
123,D,9,bare_sparse_vegetation,0.3894,0.5537542662116041,0.45725692813527474
123,D,9,permanent_water,0.8225,0.7886662191964714,0.805227862352538
123,D,9,snow_and_ice,0.8461,0.8889472578272747,0.8669945691156881
123,D,9,herbaceous_wetland,0.6457,0.6114004355648139,0.628082291717329
123,D,9,moss_lichen,0.8932,0.7008788449466415,0.7854379176925782
256,A,0,tree_cover,0.6636,0.6404787182704372,0.6518343892736113
256,A,0,shrubland,0.3447,0.40581587002590064,0.3727695468800692
256,A,0,grassland,0.2282,0.3937877480586713,0.2889522000633111
256,A,0,cropland,0.7312,0.6560200968957474,0.6915728743024685
256,A,0,built_up,0.8646,0.7029839824375965,0.7754607829947531
256,A,0,bare_sparse_vegetation,0.439,0.5160456094980604,0.4744150861836062
256,A,0,permanent_water,0.8292,0.7925826801758746,0.8104779591437786
256,A,0,snow_and_ice,0.8793,0.8675875678342377,0.8734045194934194
256,A,0,herbaceous_wetland,0.6951,0.6118299445471349,0.6508122278919527
256,A,0,moss_lichen,0.8708,0.7611888111888112,0.8123134328358209
256,A,1,tree_cover,0.6934,0.610387323943662,0.6492509363295881
256,A,1,shrubland,0.3412,0.3933594650680194,0.36542786762343366
256,A,1,grassland,0.2277,0.37568058076225047,0.2835439885436772
256,A,1,cropland,0.7302,0.6424989001319842,0.6835478586473204
256,A,1,built_up,0.8414,0.712326447680325,0.7715019255455713
256,A,1,bare_sparse_vegetation,0.4088,0.5262615859938208,0.460153084196308
256,A,1,permanent_water,0.8162,0.7947419668938657,0.8053280710409472
256,A,1,snow_and_ice,0.8454,0.839106699751861,0.8422415940224158
256,A,1,herbaceous_wetland,0.6616,0.6044217065594738,0.6317196600782965
256,A,1,moss_lichen,0.8415,0.7211414859885166,0.7766855877059394
256,A,2,tree_cover,0.6783,0.6275906735751295,0.6519607843137254
256,A,2,shrubland,0.3436,0.38943669953530546,0.36508526802316316
256,A,2,grassland,0.2483,0.3810620012277471,0.3006781302978929
256,A,2,cropland,0.7331,0.6444835164835165,0.6859415204678363
256,A,2,built_up,0.8469,0.7203980945899966,0.7785438499724213
256,A,2,bare_sparse_vegetation,0.4298,0.5423343848580442,0.4795536959553696
256,A,2,permanent_water,0.8223,0.8009935710111046,0.8115069574657062
256,A,2,snow_and_ice,0.8764,0.8675509800039596,0.8719530394985572
256,A,2,herbaceous_wetland,0.6761,0.6155316824471959,0.6443957300800611
256,A,2,moss_lichen,0.8603,0.7516819571865443,0.8023315458148752
256,A,3,tree_cover,0.6977,0.6199022656597067,0.6565043519171959
256,A,3,shrubland,0.3592,0.41411113673045885,0.38470600835386104
256,A,3,grassland,0.2971,0.39692718770875085,0.3398341435516157
256,A,3,cropland,0.7345,0.6642249954783866,0.6975971127362522
256,A,3,built_up,0.8421,0.7425271140111102,0.7891851365915374
256,A,3,bare_sparse_vegetation,0.4559,0.5490125240847784,0.4981424825174825
256,A,3,permanent_water,0.8349,0.8119225906836526,0.8232509983730217
256,A,3,snow_and_ice,0.9101,0.9190144400686661,0.9145354971612321
256,A,3,herbaceous_wetland,0.6955,0.6490900606626225,0.6714940864108133
256,A,3,moss_lichen,0.8948,0.8147878346384994,0.8529215518063101
256,A,4,tree_cover,0.6628,0.6587159610415424,0.6607516698235469
256,A,4,shrubland,0.3877,0.4079335016835017,0.39755947497949135
256,A,4,grassland,0.2292,0.4073218411231562,0.2933384526780572
256,A,4,cropland,0.769,0.6224704549133884,0.6880200411559453
256,A,4,built_up,0.8528,0.7260343946875533,0.7843281523038719
256,A,4,bare_sparse_vegetation,0.4225,0.5484164070612668,0.47729326705829184
256,A,4,permanent_water,0.8239,0.8094910591471802,0.8166319754187731
256,A,4,snow_and_ice,0.875,0.8842849924204144,0.8796179944709727
256,A,4,herbaceous_wetland,0.7155,0.6146907216494846,0.661275415896488
256,A,4,moss_lichen,0.8705,0.771036315323295,0.8177548144668859
256,A,5,tree_cover,0.6757,0.6310235338064998,0.6525980297469577
256,A,5,shrubland,0.3717,0.4005819592628516,0.38560091291042065
256,A,5,grassland,0.2373,0.4106957424714434,0.3007985803016859
256,A,5,cropland,0.7614,0.6131915921720222,0.6793058839273766
256,A,5,built_up,0.8555,0.7121451760592691,0.7772679780129924
256,A,5,bare_sparse_vegetation,0.4215,0.5584260731319555,0.4803966263961705
256,A,5,permanent_water,0.8149,0.8069115754035053,0.8108861137370017
256,A,5,snow_and_ice,0.8672,0.8824666734506971,0.8747667322338226
256,A,5,herbaceous_wetland,0.6916,0.617169373549884,0.652268225973781
256,A,5,moss_lichen,0.8533,0.7670112359550562,0.8078579881656804
256,A,6,tree_cover,0.659,0.6518298714144412,0.6553953257086028
256,A,6,shrubland,0.3952,0.4088980858768753,0.40193236714975844
256,A,6,grassland,0.299,0.4450066974252121,0.3576768945511095
256,A,6,cropland,0.7663,0.6387962654218072,0.6967630478268777
256,A,6,built_up,0.8585,0.7034578826614225,0.773284092956224
256,A,6,bare_sparse_vegetation,0.4305,0.5793298344771901,0.4939475646836097
256,A,6,permanent_water,0.8179,0.8264120440537537,0.822133990048751
256,A,6,snow_and_ice,0.9065,0.9294576027888855,0.9178352655292866
256,A,6,herbaceous_wetland,0.7363,0.6417116960083667,0.6857595231442674
256,A,6,moss_lichen,0.8924,0.8300623197842061,0.8601031275601175
256,A,7,tree_cover,0.6849,0.6320598006644518,0.6574198502591667
256,A,7,shrubland,0.3494,0.3941787003610108,0.3704410517387617
256,A,7,grassland,0.2459,0.3959742351046699,0.3033929673041333
256,A,7,cropland,0.7586,0.6224665627307787,0.6838238608193988
256,A,7,built_up,0.8598,0.6900481540930979,0.7656277827248442
256,A,7,bare_sparse_vegetation,0.4228,0.5419123301717508,0.47500280867318273
256,A,7,permanent_water,0.7886,0.8245503973232957,0.806174606419955
256,A,7,snow_and_ice,0.8824,0.876266137040715,0.8793223716990533
256,A,7,herbaceous_wetland,0.6802,0.6116906474820144,0.6441287878787879
256,A,7,moss_lichen,0.8439,0.7751446679526041,0.8080624311772874
256,A,8,tree_cover,0.6523,0.6600222604472327,0.6561384096967259
256,A,8,shrubland,0.4236,0.4075036075036075,0.4153959303750919
256,A,8,grassland,0.2923,0.4266530433513356,0.3469230312741084
256,A,8,cropland,0.7552,0.6401627532423497,0.6929393953296324
256,A,8,built_up,0.8402,0.7282024614317906,0.7802024329092767
256,A,8,bare_sparse_vegetation,0.438,0.5725490196078431,0.4963172804532578
256,A,8,permanent_water,0.8125,0.8242036924325421,0.8183100010071507
256,A,8,snow_and_ice,0.9035,0.9195928753180661,0.9114754098360657
256,A,8,herbaceous_wetland,0.6852,0.651888497764247,0.6681292964750621
256,A,8,moss_lichen,0.9124,0.7803626411221348,0.8412317905218514
256,A,9,tree_cover,0.6691,0.6346992980459116,0.651445818323435
256,A,9,shrubland,0.3688,0.3942698310883045,0.3811098480934174
256,A,9,grassland,0.2464,0.3855421686746988,0.3006527972667928
256,A,9,cropland,0.7463,0.6311738836265224,0.6839259530791789
256,A,9,built_up,0.8318,0.7267167569456578,0.7757157511890329
256,A,9,bare_sparse_vegetation,0.4257,0.5450704225352113,0.4780460415496912
256,A,9,permanent_water,0.8185,0.805293191656828,0.8118428883158103
256,A,9,snow_and_ice,0.8853,0.8714440397676937,0.8783173768540106
256,A,9,herbaceous_wetland,0.6735,0.6179466006055602,0.6445284463371453
256,A,9,moss_lichen,0.851,0.7457716238717027,0.7949184998365326
256,B,0,tree_cover,0.6636,0.6404787182704372,0.6518343892736113
256,B,0,shrubland,0.3447,0.40581587002590064,0.3727695468800692
256,B,0,grassland,0.2282,0.3937877480586713,0.2889522000633111
256,B,0,cropland,0.7312,0.6560200968957474,0.6915728743024685
256,B,0,built_up,0.8646,0.7029839824375965,0.7754607829947531
256,B,0,bare_sparse_vegetation,0.439,0.5160456094980604,0.4744150861836062
256,B,0,permanent_water,0.8292,0.7925826801758746,0.8104779591437786
256,B,0,snow_and_ice,0.8793,0.8675875678342377,0.8734045194934194
256,B,0,herbaceous_wetland,0.6951,0.6118299445471349,0.6508122278919527
256,B,0,moss_lichen,0.8708,0.7611888111888112,0.8123134328358209
256,B,1,tree_cover,0.6742,0.6531679906994768,0.6635173703375653
256,B,1,shrubland,0.3786,0.4153592978606692,0.3961286947423489
256,B,1,grassland,0.2549,0.4070584477802619,0.313491575451974
256,B,1,cropland,0.7607,0.6722340049487452,0.7137361606305123
256,B,1,built_up,0.8626,0.7321959086664969,0.7920664799595979
256,B,1,bare_sparse_vegetation,0.4534,0.5608609599208313,0.5014377350143774
256,B,1,permanent_water,0.8422,0.8056246412856323,0.8235064046152342
256,B,1,snow_and_ice,0.9149,0.9115273488094052,0.9132105604631433
256,B,1,herbaceous_wetland,0.7137,0.6474643926335844,0.6789706511915521
256,B,1,moss_lichen,0.9114,0.7852834740651388,0.843654540405443
256,B,2,tree_cover,0.675,0.6627393225331369,0.6688134753529849
256,B,2,shrubland,0.3725,0.43253599628425454,0.4002793896410917
256,B,2,grassland,0.291,0.42952029520295204,0.34694485842026823
256,B,2,cropland,0.7921,0.6625125460020074,0.721533977044999
256,B,2,built_up,0.8692,0.7332545976041842,0.7954607852109453
256,B,2,bare_sparse_vegetation,0.4509,0.5864984391259105,0.5098371777476255
256,B,2,permanent_water,0.8469,0.8184190181677619,0.8324159622567329
256,B,2,snow_and_ice,0.9342,0.9168711355383257,0.9254544553965032
256,B,2,herbaceous_wetland,0.756,0.6402981282290167,0.6933553446141147
256,B,2,moss_lichen,0.8904,0.8411109011902512,0.8650539201399009
256,B,3,tree_cover,0.7026,0.6545556176634991,0.6777274042635285
256,B,3,shrubland,0.403,0.44285714285714284,0.42198952879581153
256,B,3,grassland,0.3071,0.4631975867269985,0.3693325315694527
256,B,3,cropland,0.7767,0.7041066086483546,0.7386239360943369
256,B,3,built_up,0.8858,0.7368158376310098,0.8044682590137135
256,B,3,bare_sparse_vegetation,0.4723,0.598833523519716,0.5280930284564209
256,B,3,permanent_water,0.8579,0.8260953298025999,0.8416973264655385
256,B,3,snow_and_ice,0.9612,0.9318468250121182,0.946295840511937
256,B,3,herbaceous_wetland,0.7558,0.698392164110146,0.7259629238305638
256,B,3,moss_lichen,0.9393,0.8482029980133646,0.891430198348676
256,B,4,tree_cover,0.711,0.6593712324955949,0.6842130587499399
256,B,4,shrubland,0.4178,0.46140254003313086,0.43852007347152977
256,B,4,grassland,0.3371,0.49874241751738424,0.4022913061638523
256,B,4,cropland,0.8111,0.6929517300299017,0.7473853950702601
256,B,4,built_up,0.8868,0.7505713076597545,0.8130185652074261
256,B,4,bare_sparse_vegetation,0.4781,0.6248039728175641,0.5416949920688874
256,B,4,permanent_water,0.8665,0.8383320433436533,0.8521833202202991
256,B,4,snow_and_ice,0.9681,0.951543149203853,0.9597501734906314
256,B,4,herbaceous_wetland,0.8003,0.714043540328337,0.7547152018106374
256,B,4,moss_lichen,0.9399,0.8940359554836869,0.9163944815482864
256,B,5,tree_cover,0.7098,0.6685504379768296,0.6885579861279526
256,B,5,shrubland,0.4247,0.4694892770285209,0.44597290769715425
256,B,5,grassland,0.326,0.5131433968203998,0.39870360178560504
256,B,5,cropland,0.8224,0.6929558476575666,0.7521492591915128
256,B,5,built_up,0.8976,0.7475639210460565,0.8157404462216568
256,B,5,bare_sparse_vegetation,0.4924,0.6295870093338448,0.552606475506425
256,B,5,permanent_water,0.8585,0.8562736884101336,0.8573853989813244
256,B,5,snow_and_ice,0.9666,0.9596902303415409,0.9631327222000798
256,B,5,herbaceous_wetland,0.8345,0.7067841111205218,0.7653505755032789
256,B,5,moss_lichen,0.9435,0.9086969084079746,0.9257714762301918
256,B,6,tree_cover,0.6977,0.6832158245201724,0.6903819513160498
256,B,6,shrubland,0.4279,0.46199524940617576,0.444294465787561
256,B,6,grassland,0.3385,0.5044709388971684,0.40514661879114305
256,B,6,cropland,0.8302,0.6692462716646513,0.7410845793349699
256,B,6,built_up,0.8898,0.7489268580085852,0.8133083497097939
256,B,6,bare_sparse_vegetation,0.4804,0.6336894868750824,0.5464990614868324
256,B,6,permanent_water,0.8592,0.8491796797786124,0.8541604533253803
256,B,6,snow_and_ice,0.9604,0.960015993602559,0.9602079584083183
256,B,6,herbaceous_wetland,0.8012,0.7099689853788215,0.7528306319003993
256,B,6,moss_lichen,0.9471,0.898406374501992,0.9221107973907118
256,B,7,tree_cover,0.7103,0.6799081075906959,0.6947718491710276
256,B,7,shrubland,0.4544,0.46672144617912903,0.4604783137413863
256,B,7,grassland,0.3378,0.5430868167202573,0.4165228113440197
256,B,7,cropland,0.8241,0.6957953394123607,0.7545321369712507
256,B,7,built_up,0.9012,0.7472017245667855,0.8170073886043244
256,B,7,bare_sparse_vegetation,0.4942,0.6537037037037037,0.5628701594533029
256,B,7,permanent_water,0.8636,0.8613604627967285,0.8624787775891342
256,B,7,snow_and_ice,0.9723,0.9628639334521687,0.9675589610906559
256,B,7,herbaceous_wetland,0.8355,0.7334737951013959,0.7811696507877145
256,B,7,moss_lichen,0.9583,0.9026090232645757,0.9296211863995731
256,B,8,tree_cover,0.701,0.6873896842518141,0.6941281314981682
256,B,8,shrubland,0.4638,0.4733136034289213,0.4685085105308348
256,B,8,grassland,0.3122,0.5681528662420382,0.40296869958050985
256,B,8,cropland,0.8275,0.6851867185559327,0.7496489559269829
256,B,8,built_up,0.8951,0.7454197201865423,0.8134314794620139
256,B,8,bare_sparse_vegetation,0.4964,0.6451780608266181,0.561094156211145
256,B,8,permanent_water,0.8645,0.8496314496314497,0.857001239157373
256,B,8,snow_and_ice,0.97,0.9556650246305419,0.9627791563275433
256,B,8,herbaceous_wetland,0.8421,0.7067561896768779,0.7685147159479808
256,B,8,moss_lichen,0.9489,0.9046620268853084,0.9262531114256429
256,B,9,tree_cover,0.7139,0.6798400152366442,0.6964538315204137
256,B,9,shrubland,0.4388,0.48003500711081937,0.45849224178465076
256,B,9,grassland,0.3024,0.5694915254237288,0.39503592423252776
256,B,9,cropland,0.8468,0.6781995835335576,0.7531797562928043
256,B,9,built_up,0.8959,0.7510269092128427,0.8170915226412513
256,B,9,bare_sparse_vegetation,0.5132,0.6362509298289115,0.5681390457212443
256,B,9,permanent_water,0.8639,0.8556006734673666,0.8597303080061701
256,B,9,snow_and_ice,0.9666,0.9703844995482381,0.9684885526777216
256,B,9,herbaceous_wetland,0.8367,0.7219777375097075,0.7751169577099449
256,B,9,moss_lichen,0.9669,0.8854395604395604,0.9243785850860421
256,C,0,tree_cover,0.6636,0.6404787182704372,0.6518343892736113
256,C,0,shrubland,0.3447,0.40581587002590064,0.3727695468800692
256,C,0,grassland,0.2282,0.3937877480586713,0.2889522000633111
256,C,0,cropland,0.7312,0.6560200968957474,0.6915728743024685
256,C,0,built_up,0.8646,0.7029839824375965,0.7754607829947531
256,C,0,bare_sparse_vegetation,0.439,0.5160456094980604,0.4744150861836062
256,C,0,permanent_water,0.8292,0.7925826801758746,0.8104779591437786
256,C,0,snow_and_ice,0.8793,0.8675875678342377,0.8734045194934194
256,C,0,herbaceous_wetland,0.6951,0.6118299445471349,0.6508122278919527
256,C,0,moss_lichen,0.8708,0.7611888111888112,0.8123134328358209
256,C,1,tree_cover,0.6566,0.6243818942563713,0.6400857867030609
256,C,1,shrubland,0.3447,0.3875646503260625,0.36487773896475073
256,C,1,grassland,0.1966,0.3863993710691824,0.2606044538706257
256,C,1,cropland,0.7121,0.6261871262750616,0.6663859255100131
256,C,1,built_up,0.8519,0.6829405162738497,0.7581204947939842
256,C,1,bare_sparse_vegetation,0.4134,0.5066797401642358,0.4553114158268627
256,C,1,permanent_water,0.8084,0.7847019996117259,0.7963747414047877
256,C,1,snow_and_ice,0.8457,0.852692075015124,0.8491816447434481
256,C,1,herbaceous_wetland,0.6654,0.5886411889596603,0.6246714232069095
256,C,1,moss_lichen,0.8566,0.7154430802639272,0.7796841578300642
256,C,2,tree_cover,0.6489,0.6208975217682519,0.6345899955992372
256,C,2,shrubland,0.353,0.3774190099433337,0.36480132279233196
256,C,2,grassland,0.1712,0.3803599200177738,0.23612164678298045
256,C,2,cropland,0.7124,0.6081092616303884,0.6561363113055492
256,C,2,built_up,0.8439,0.6766356638871072,0.751067995728017
256,C,2,bare_sparse_vegetation,0.4025,0.5142455602401942,0.4515622370561508
256,C,2,permanent_water,0.8033,0.7789953452288596,0.7909610082709729
256,C,2,snow_and_ice,0.8243,0.8313666162380232,0.8278182274667335
256,C,2,herbaceous_wetland,0.6467,0.5751511917467094,0.6088307286763321
256,C,2,moss_lichen,0.8386,0.6868140868140868,0.755155335434489
256,C,3,tree_cover,0.6483,0.6138623236435944,0.6306113515879578
256,C,3,shrubland,0.354,0.3696355852563433,0.36164887367829596
256,C,3,grassland,0.1534,0.38273453093812376,0.21901770416904626
256,C,3,cropland,0.7185,0.6003007770072688,0.654103509490646
256,C,3,built_up,0.839,0.6735168981295657,0.7472057710290778
256,C,3,bare_sparse_vegetation,0.4051,0.510780481654268,0.4518431766214935
256,C,3,permanent_water,0.7989,0.7821617387898963,0.790442267735233
256,C,3,snow_and_ice,0.8174,0.8299319727891157,0.823618318303189
256,C,3,herbaceous_wetland,0.6336,0.5787358421629522,0.6049264846286041
256,C,3,moss_lichen,0.8387,0.6717123177959314,0.7459752735035132
256,C,4,tree_cover,0.6474,0.6112160120845922,0.6287878787878788
256,C,4,shrubland,0.3536,0.36688109566300064,0.36011813830328954
256,C,4,grassland,0.1477,0.37988683127572015,0.21270161290322578
256,C,4,cropland,0.7073,0.5932729407817481,0.6452878387008485
256,C,4,built_up,0.8369,0.6716154401733408,0.7452027959574373
256,C,4,bare_sparse_vegetation,0.398,0.5083663303103845,0.4464636266756408
256,C,4,permanent_water,0.7983,0.7814977973568282,0.7898095473658174
256,C,4,snow_and_ice,0.8102,0.8212041354145551,0.815664955199839
256,C,4,herbaceous_wetland,0.636,0.5678064458530488,0.5999716994481392
256,C,4,moss_lichen,0.829,0.6691959961252826,0.7405753082008217
256,C,5,tree_cover,0.6503,0.601850994909764,0.6251381879355924
256,C,5,shrubland,0.3469,0.3615801542630811,0.35408798611819947
256,C,5,grassland,0.1396,0.3799673380511704,0.2041831212520111
256,C,5,cropland,0.7111,0.5864742268041238,0.6428022598870057
256,C,5,built_up,0.838,0.6651321533455036,0.74162573565202
256,C,5,bare_sparse_vegetation,0.3893,0.5064394432158189,0.4402103239667552
256,C,5,permanent_water,0.7977,0.7817522540180322,0.7896456147297564
256,C,5,snow_and_ice,0.7776,0.8052190121155638,0.7911685404690441
256,C,5,herbaceous_wetland,0.6313,0.5640636168691923,0.5957908644771612
256,C,5,moss_lichen,0.8105,0.650324961887186,0.7216311267417531
256,C,6,tree_cover,0.649,0.5990400590732878,0.6230200633579726
256,C,6,shrubland,0.3399,0.353878188443519,0.3467482785003825
256,C,6,grassland,0.1303,0.38413915094339623,0.19459378733572283
256,C,6,cropland,0.7034,0.5775515231135562,0.6342937012489293
256,C,6,built_up,0.8392,0.6628228417976463,0.7406557521733373
256,C,6,bare_sparse_vegetation,0.3818,0.49584415584415586,0.4314124293785311
256,C,6,permanent_water,0.7858,0.7836059034702832,0.7847014180147794
256,C,6,snow_and_ice,0.7476,0.8,0.7729128973895064
256,C,6,herbaceous_wetland,0.6255,0.5536378120021243,0.5873790966287914
256,C,6,moss_lichen,0.81,0.6250964655039358,0.705636379475564
256,C,7,tree_cover,0.6381,0.6078300628691179,0.6225973265684457
256,C,7,shrubland,0.3464,0.351461038961039,0.34891216760676874
256,C,7,grassland,0.1245,0.3752260397830018,0.1869650097612254
256,C,7,cropland,0.6999,0.573970805314089,0.6307110029737768
256,C,7,built_up,0.8415,0.6543545878693624,0.7362204724409449
256,C,7,bare_sparse_vegetation,0.3773,0.49236591413284614,0.4272207439279851
256,C,7,permanent_water,0.7854,0.7810262529832935,0.7832070203430395
256,C,7,snow_and_ice,0.7296,0.7997369286418942,0.7630601893008419
256,C,7,herbaceous_wetland,0.6246,0.5464566929133858,0.5829211385907606
256,C,7,moss_lichen,0.8059,0.6198277188124904,0.7007216763759673
256,C,8,tree_cover,0.637,0.6028201003122929,0.6194389069869207
256,C,8,shrubland,0.3468,0.34973779749899153,0.3482627033540872
256,C,8,grassland,0.1234,0.3721351025331725,0.18534094322619404
256,C,8,cropland,0.6948,0.5734565863321228,0.6283233857840477
256,C,8,built_up,0.8396,0.6535377909239511,0.7349761456646386
256,C,8,bare_sparse_vegetation,0.3754,0.4905265908793937,0.42531014558431995
256,C,8,permanent_water,0.7821,0.7871376811594203,0.7846107544141253
256,C,8,snow_and_ice,0.7191,0.794761273209549,0.7550398992020159
256,C,8,herbaceous_wetland,0.6184,0.5465794590772495,0.5802758750117295
256,C,8,moss_lichen,0.8007,0.602619101377286,0.6876798213595569
256,C,9,tree_cover,0.6347,0.600757217226692,0.6172623389253586
256,C,9,shrubland,0.3407,0.3481859989780276,0.3444023249936821
256,C,9,grassland,0.1201,0.3658239415169053,0.1808326432281864
256,C,9,cropland,0.6893,0.565974217916085,0.6215789710987871
256,C,9,built_up,0.8377,0.6474725614469006,0.7304036969221379
256,C,9,bare_sparse_vegetation,0.3731,0.4814193548387097,0.4203943661971831
256,C,9,permanent_water,0.787,0.7760575880090721,0.7814904920311802
256,C,9,snow_and_ice,0.7054,0.7913394660085259,0.7459025060801524
256,C,9,herbaceous_wetland,0.6017,0.5488461187631123,0.5740590564327624
256,C,9,moss_lichen,0.7966,0.5908618899273105,0.6784771314198108
256,D,0,tree_cover,0.6636,0.6404787182704372,0.6518343892736113
256,D,0,shrubland,0.3447,0.40581587002590064,0.3727695468800692
256,D,0,grassland,0.2282,0.3937877480586713,0.2889522000633111
256,D,0,cropland,0.7312,0.6560200968957474,0.6915728743024685
256,D,0,built_up,0.8646,0.7029839824375965,0.7754607829947531
256,D,0,bare_sparse_vegetation,0.439,0.5160456094980604,0.4744150861836062
256,D,0,permanent_water,0.8292,0.7925826801758746,0.8104779591437786
256,D,0,snow_and_ice,0.8793,0.8675875678342377,0.8734045194934194
256,D,0,herbaceous_wetland,0.6951,0.6118299445471349,0.6508122278919527
256,D,0,moss_lichen,0.8708,0.7611888111888112,0.8123134328358209
256,D,1,tree_cover,0.6507,0.643620178041543,0.6471407260069617
256,D,1,shrubland,0.3681,0.3936056458511548,0.3804257957833815
256,D,1,grassland,0.1914,0.3976729690421774,0.25842165665294
256,D,1,cropland,0.7466,0.6258172673931266,0.6808937528499772
256,D,1,built_up,0.8612,0.6988557981011118,0.7715808807059983
256,D,1,bare_sparse_vegetation,0.4125,0.5284396617986165,0.4633269684376053
256,D,1,permanent_water,0.8148,0.7954700771258421,0.8050190189201205
256,D,1,snow_and_ice,0.8552,0.8688408005689322,0.861966436526735
256,D,1,herbaceous_wetland,0.696,0.5966566652378912,0.6425109623817217
256,D,1,moss_lichen,0.8701,0.7302559798573227,0.7940679899612137
256,D,2,tree_cover,0.6549,0.6431307080428165,0.6489619977208542
256,D,2,shrubland,0.376,0.3991507430997877,0.38722966014418125
256,D,2,grassland,0.1879,0.4037387193811775,0.25644875119421323
256,D,2,cropland,0.7452,0.6277482941622441,0.6814503223446573
256,D,2,built_up,0.8656,0.6913185847775737,0.7687047644420762
256,D,2,bare_sparse_vegetation,0.4185,0.5316310975609756,0.4683303491495076
256,D,2,permanent_water,0.8168,0.7959462093159229,0.8062382785509821
256,D,2,snow_and_ice,0.8533,0.8837907819782496,0.8682777919104553
256,D,2,herbaceous_wetland,0.7041,0.5939767167200944,0.6443671639059211
256,D,2,moss_lichen,0.8672,0.7406901264092928,0.798968122351207
256,D,3,tree_cover,0.6551,0.638810336421258,0.6468526289804987
256,D,3,shrubland,0.3859,0.38873778583660723,0.3873136949867015
256,D,3,grassland,0.173,0.408983451536643,0.2431482782853127
256,D,3,cropland,0.7384,0.6308954203691046,0.6804275709546627
256,D,3,built_up,0.862,0.6982584042122316,0.7715372566569701
256,D,3,bare_sparse_vegetation,0.4122,0.5356029106029107,0.46586799276672697
256,D,3,permanent_water,0.8123,0.7967631191760667,0.8044565486506562
256,D,3,snow_and_ice,0.8508,0.8800165494414564,0.8651616839536302
256,D,3,herbaceous_wetland,0.7052,0.5897800451618299,0.6423464043357471
256,D,3,moss_lichen,0.8741,0.727023205522748,0.7938064750488126
256,D,4,tree_cover,0.6564,0.6379628729711342,0.6470501256838681
256,D,4,shrubland,0.3814,0.3895812053115424,0.3854471955533098
256,D,4,grassland,0.1768,0.4040219378427788,0.24596549805230944
256,D,4,cropland,0.7431,0.6260847586148791,0.679592116694865
256,D,4,built_up,0.8613,0.6943727829732345,0.7688805570433851
256,D,4,bare_sparse_vegetation,0.4096,0.536406495547407,0.4645044227716036
256,D,4,permanent_water,0.8132,0.7989781882491649,0.8060263653483993
256,D,4,snow_and_ice,0.8493,0.8781925343811395,0.8635046515174623
256,D,4,herbaceous_wetland,0.708,0.5899016830528245,0.6435778565584948
256,D,4,moss_lichen,0.8648,0.7338141705557912,0.7939407849437687
256,D,5,tree_cover,0.6484,0.6423617990885675,0.6453667761520852
256,D,5,shrubland,0.3871,0.3852891410371255,0.3861924477477927
256,D,5,grassland,0.1745,0.41204250295159384,0.24517035475939583
256,D,5,cropland,0.7398,0.6278004073319755,0.6792141020932794
256,D,5,built_up,0.8668,0.6855967729178202,0.7656229298237865
256,D,5,bare_sparse_vegetation,0.4014,0.5415542363734485,0.4610613370089593
256,D,5,permanent_water,0.8095,0.8018821198613175,0.8056730529982582
256,D,5,snow_and_ice,0.8463,0.878816199376947,0.8622516556291392
256,D,5,herbaceous_wetland,0.712,0.5826990752107374,0.6408929294747738
256,D,5,moss_lichen,0.865,0.7305126256228359,0.7920882743464126
256,D,6,tree_cover,0.6544,0.6399374144337963,0.6470879066548008
256,D,6,shrubland,0.3749,0.3897089397089397,0.3821610601427115
256,D,6,grassland,0.1727,0.40798488069926764,0.24267547249350105
256,D,6,cropland,0.7466,0.6215968695362585,0.6783880786879288
256,D,6,built_up,0.8602,0.6947742508682659,0.7686877261963273
256,D,6,bare_sparse_vegetation,0.413,0.5336606796743766,0.4656406787304808
256,D,6,permanent_water,0.813,0.7968244633931196,0.8048309656981636
256,D,6,snow_and_ice,0.8558,0.8720195638883228,0.8638336529726456
256,D,6,herbaceous_wetland,0.7101,0.5840598782694522,0.6409423233143785
256,D,6,moss_lichen,0.8585,0.7391304347826086,0.794355771455008
256,D,7,tree_cover,0.6516,0.6416543574593796,0.6465889357479533
256,D,7,shrubland,0.3749,0.3898305084745763,0.38221950349186923
256,D,7,grassland,0.1745,0.4077102803738318,0.24439775910364142
256,D,7,cropland,0.7403,0.6277452726193504,0.6793924654705639
256,D,7,built_up,0.8641,0.6880872750437967,0.7661140172001065
256,D,7,bare_sparse_vegetation,0.419,0.5283066448114991,0.46734705259048576
256,D,7,permanent_water,0.8182,0.796379209655441,0.8071421525106047
256,D,7,snow_and_ice,0.8474,0.8827083333333333,0.8646938775510203
256,D,7,herbaceous_wetland,0.7047,0.587690768076057,0.6408985494065753
256,D,7,moss_lichen,0.8636,0.7318023896279976,0.7922572359066097
256,D,8,tree_cover,0.6474,0.6476590636254502,0.6475295059011802
256,D,8,shrubland,0.3825,0.38852209243270697,0.3854875283446712
256,D,8,grassland,0.1713,0.414870428675224,0.2424800056621134
