scale,sampling_seed,arm,gen,train_size,overall_accuracy,macro_f1,ece,temperature,worst_recall
S5,123,C,7,10000,0.59302,0.5776448286619755,0.0115569123068451,4.202649267829534,0.1545
S5,123,D,7,80000,0.64491,0.6298263938983435,0.0351964726540446,2.116529409965085,0.1928
S5,123,A,8,10000,0.65154,0.6396170502808953,0.005547858031243,1.0930667614029823,0.2323
S5,123,B,8,90000,0.73501,0.7243677096269229,0.005502172999978,0.8982780730340119,0.3239
S5,123,C,8,10000,0.58965,0.5735419283917789,0.0124452409787476,4.171870583502499,0.1473
S5,123,D,8,90000,0.64579,0.6305746180578384,0.0357950366801023,2.17468305523704,0.1928
S5,123,A,9,10000,0.64666,0.6351410385310079,0.0061952115936577,1.0647782519707407,0.2335
S5,123,B,9,100000,0.72724,0.7163269887822847,0.0055881895554065,0.9100621598202008,0.3363
S5,123,C,9,10000,0.58607,0.5686728880302668,0.014225805439651,4.047777783721189,0.1309
S5,123,D,9,100000,0.64237,0.6267544952743306,0.0224038182488083,2.1763367587015443,0.1897
S5,256,A,0,10000,0.65457,0.6402013019062791,0.0049519843533635,1.0169358922922036,0.2282
S5,256,B,0,10000,0.65457,0.6402013019062791,0.0049519843533635,1.0169358922922036,0.2282
S5,256,C,0,10000,0.65457,0.6402013019062791,0.0049519843533635,1.0169358922922036,0.2282
S5,256,D,0,10000,0.65457,0.6402013019062791,0.0049519843533635,1.0169358922922036,0.2282
S5,256,A,1,10000,0.64074,0.6269400573733497,0.0052533708716928,0.9602146830726148,0.2277
S5,256,B,1,20000,0.67666,0.6639720172811747,0.0046401385793089,0.993686516129798,0.2549
S5,256,C,1,10000,0.63514,0.6195297782854506,0.0093493976730108,2.90301598922541,0.1966
S5,256,D,1,20000,0.64666,0.6305354188226654,0.0201264893826842,1.3482250354053225,0.1914
S5,256,A,2,10000,0.65151,0.6391950521889609,0.0041204638455808,1.0240957521466916,0.2483
S5,256,B,2,30000,0.68782,0.6759149345825166,0.0064304793052375,0.946950657996738,0.291
S5,256,C,2,10000,0.62448,0.6077044809112795,0.0152545879030227,3.4687876857691844,0.1712
S5,256,D,2,30000,0.64895,0.6328977201714056,0.0305182182633876,1.5880529293873686,0.1879
S5,256,A,3,10000,0.67218,0.6628171369419322,0.0059414371821284,1.184322531996675,0.2971
S5,256,B,3,40000,0.70617,0.694562097734998,0.0043829673059284,0.9511935207257172,0.3071
S5,256,C,3,10000,0.62069,0.6029392730747059,0.0160694399493932,4.380035460558583,0.1534
S5,256,D,3,40000,0.6469,0.6300918534619718,0.0314414087559282,1.7566059694497729,0.173
S5,256,A,4,10000,0.66089,0.6476571258252324,0.0103841207912564,1.023163191157458,0.2292
S5,256,B,4,50000,0.72167,0.711016656780175,0.0068283542591333,0.9248721096686736,0.3371
S5,256,C,4,10000,0.61644,0.5984583401542938,0.0185417588618397,4.26898269483463,0.1477
S5,256,D,4,50000,0.64639,0.6298489574167465,0.0342536194722354,1.8685068390351387,0.1768
S5,256,A,5,10000,0.65501,0.6421747071405889,0.0120940431177615,1.0577807232219534,0.2373
S5,256,B,5,60000,0.7276,0.7165370849445181,0.0090223389121889,0.9073998347618653,0.326
S5,256,C,5,10000,0.60923,0.59062837612293,0.0192597175896167,3.810804489763699,0.1396
S5,256,D,5,60000,0.64508,0.6283533860033883,0.0358637606540322,1.953497993358174,0.1745
S5,256,A,6,10000,0.67616,0.6664831199158605,0.0072652280728519,1.2676282793969016,0.299
S5,256,B,6,70000,0.72324,0.7130024867451159,0.0102856451161205,0.8906390412538838,0.3385
S5,256,C,6,10000,0.60125,0.5821353803503516,0.0132653963717818,4.0955363522944,0.1303
S5,256,D,6,70000,0.64592,0.6288603636345946,0.0352559286040067,2.0266697306519976,0.1727
S5,256,A,7,10000,0.65165,0.6393396518694571,0.0104325161355733,1.0636349341279092,0.2459
S5,256,B,7,80000,0.73517,0.724701123515239,0.0111280389356612,0.8858340212247989,0.3378
S5,256,C,7,10000,0.59732,0.5782536747889757,0.0166893946924805,4.578585746664989,0.1245
S5,256,D,7,80000,0.64583,0.6291051548979432,0.0377598761770129,2.1010991150752694,0.1745
S5,256,A,8,10000,0.67152,0.6627062977878222,0.0072375601951778,1.303594957966383,0.2923
S5,256,B,8,90000,0.73215,0.7204328156068194,0.0118473371696472,0.887213056147218,0.3122
S5,256,C,8,10000,0.59373,0.5749258580587635,0.0133732942084968,4.415809250854236,0.1234
S5,256,D,8,90000,0.64662,0.6294870037536308,0.0386867832283675,2.1542591380532032,0.1713
S5,256,A,9,10000,0.65164,0.6400503420845046,0.0057631336487829,1.0508558250605915,0.2464
S5,256,B,9,100000,0.73451,0.7216106725672771,0.0129431175889074,0.8580258850794972,0.3024
S5,256,C,9,10000,0.58863,0.5694803527329241,0.0185034002664685,4.564928076619423,0.1201
S5,256,D,9,100000,0.64634,0.6297582683881028,0.0389558926083147,2.2158384391802644,0.1654
